,row,column,tcid,tbid,created_at,user_agent,total_events,session_duration_s,total_scroll_depth,max_scroll_depth,TOUCH_START_count,SCROLL_count,RESIZE_count,VISIBILITY_CHANGE_count
67,46,2,730bd92c-989d-4f41-8255-b4d63bbc7190,d7381231-c8ab-4941-bba6-7ec3597f2a71,2025-02-25 08:18:25.703,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",7,2.111,0.0,0.0,2,1,3,0
68,47,0,e80c4a88-0388-433f-bc3d-8bb1db204b00,59d5d619-4dce-4d8f-a6b3-3dd9ae47d16f,2025-02-25 18:16:35.578,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",1062,500.36,386191.99879455566,6750.66650390625,438,133,13,0
69,47,1,e80c4a88-0388-433f-bc3d-8bb1db204b00,f7670ebf-4f2f-4783-a46d-f939eb95930d,2025-02-25 20:50:44.051,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",286,94.841,271638.66496276855,14649.3330078125,137,37,5,0
70,47,2,e80c4a88-0388-433f-bc3d-8bb1db204b00,f7670ebf-4f2f-4783-a46d-f939eb95930d,2025-02-25 20:50:49.517,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",286,94.841,271638.66496276855,14649.3330078125,137,37,5,0
71,48,0,0e0236dd-3c54-4563-9679-b8b3b64247b1,fbfdc0c8-5c55-4527-bdce-17eddb428c26,2025-02-25 12:07:23.317,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",37,27.086,2247.0,1063.0,15,4,0,1
72,48,1,0e0236dd-3c54-4563-9679-b8b3b64247b1,6df2933c-1f82-473e-ac70-c9e45592d61c,2025-02-25 13:31:48.561,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",15,72.952,53.0,53.0,5,2,2,1
73,48,2,0e0236dd-3c54-4563-9679-b8b3b64247b1,6df2933c-1f82-473e-ac70-c9e45592d61c,2025-02-25 13:31:54.612,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",15,72.952,53.0,53.0,5,2,2,1
74,48,3,0e0236dd-3c54-4563-9679-b8b3b64247b1,a10552a1-0547-4b7c-9f61-2440223f1bdf,2025-02-26 16:52:11.901,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",13,5942.182,3416.0,1723.0,3,2,1,4
75,48,4,0e0236dd-3c54-4563-9679-b8b3b64247b1,a10552a1-0547-4b7c-9f61-2440223f1bdf,2025-02-26 16:52:18.777,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",13,5942.182,3416.0,1723.0,3,2,1,4
76,48,5,0e0236dd-3c54-4563-9679-b8b3b64247b1,a10552a1-0547-4b7c-9f61-2440223f1bdf,2025-02-26 18:31:53.662,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",13,5942.182,3416.0,1723.0,3,2,1,4
77,49,0,82696314-8cfd-42e3-8f43-bfd1ab96a6db,7d49a8c5-7643-4459-84b7-1015881d9d7f,2025-02-25 12:45:39.011,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",6,14.123,0.0,0.0,0,0,2,3
78,50,0,c08421b1-2483-4498-9f33-537de0eb96cb,7f616283-cc18-40e0-b4e8-24da066e1e38,2025-02-25 23:09:29.723,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 368.0.0.27.83 (iPhone12,3; iOS 17_6_1; el_GR; el; scale=3.00; 1125x2436; 697963422; IABMV/1)",77,76.134,45686.0,5615.0,19,16,9,1
79,51,0,88d6ed29-ad7e-4b5c-b0db-f1a9f41668f0,efeee17a-fe66-4a45-99e1-a83d659360c6,2025-02-25 13:58:34.657,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0",996,530.617,43357.0,2112.0,0,55,0,0
80,52,0,be4b55f7-29b6-4eda-a1ab-ec9aa7961ae2,bfe68294-87ff-4d52-8649-3ba44faa6aa1,2025-02-25 19:19:35.368,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",847,580.636,480033.06682014465,22700.08984375,427,69,26,3
81,53,0,9361efe7-2ed8-4353-8f18-74b351caea01,487deafc-c5a2-42e2-8497-e8369d1a03f6,2025-02-25 15:32:08.537,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",45,9.088,372.5714416503906,186.2857208251953,14,4,2,0
82,54,0,34acb55d-b635-455f-a022-c395e7f471b6,f9408cb7-c6d9-4b71-9810-a6e86598f835,2025-02-25 22:20:35.848,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",358,237.49,248594.84391784668,11137.421875,170,45,4,0
83,55,0,1c51d211-bacc-466c-8957-3ed5fb23a486,0d94c026-45b9-42f3-9584-018cc63d2c80,2025-02-25 16:23:34.259,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",23,12.657,0.0,0.0,0,0,0,0
84,56,0,aaed9697-fa26-471b-9358-14d61bd1419c,aa1f5167-fdc6-4de9-8f0a-2c691360254c,2025-02-25 19:02:31.977,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",66,24.738,3545.955551147461,465.77777099609375,24,12,0,0
85,57,0,1b048622-7bd4-4f42-9326-cb36fc5a9929,58e51bfe-e487-49a5-88be-9280f92f27db,2025-02-25 23:54:50.377,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",261,222.16,75090.0,4264.0,114,53,15,0
86,58,0,1b28f704-ed75-4e0c-92ed-40d8044bbd74,aea89c49-aae8-4106-b074-b435141dd4a1,2025-02-25 17:10:12.550,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",47,21.353,14140.5,7489.0,28,2,1,2
87,59,0,0f9fc25b-155e-4b93-92b2-978e57b22a05,dd1f095e-b420-4adf-a3c8-9775f2f5c42f,2025-02-25 18:00:25.556,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",51,19.205,19015.466519594193,3562.666748046875,26,11,1,0
88,60,0,8e582c91-5cb7-4d01-b6d0-c2160b40c044,b1878b6f-1369-419c-a45d-74937421166d,2025-02-25 07:26:03.125,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",34,23.716,1725.0909118652344,787.6363525390625,16,4,2,0
89,61,0,f7ce1bf7-a5a8-46ad-b3c7-3e5521844a87,b33273eb-5876-4454-a6d1-cd3c55763f8f,2025-02-25 07:28:38.779,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",6,14619.758,0.0,0.0,0,0,3,3
90,61,1,f7ce1bf7-a5a8-46ad-b3c7-3e5521844a87,b33273eb-5876-4454-a6d1-cd3c55763f8f,2025-02-25 11:32:13.938,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",6,14619.758,0.0,0.0,0,0,3,3
91,62,0,7bcc4bd6-448e-4bd2-9658-b58d90dc8f97,c45414f8-9ee6-4fed-a04d-f54f0c4688fe,2025-02-25 18:15:57.420,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",61,21.022,1541.0,406.0,20,7,4,3
92,62,1,7bcc4bd6-448e-4bd2-9658-b58d90dc8f97,0d0e7511-424e-4ebb-94cb-1bf85d695750,2025-03-01 07:18:56.579,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",28,7.202,2768.0,1338.0,13,4,3,1
93,62,2,7bcc4bd6-448e-4bd2-9658-b58d90dc8f97,0d0e7511-424e-4ebb-94cb-1bf85d695750,2025-03-01 07:19:02.209,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",28,7.202,2768.0,1338.0,13,4,3,1
94,62,3,7bcc4bd6-448e-4bd2-9658-b58d90dc8f97,976670af-bceb-44a1-9942-fca839cd4741,2025-03-01 07:24:15.074,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",59,279.447,2429.0,914.0,22,7,4,3
95,62,4,7bcc4bd6-448e-4bd2-9658-b58d90dc8f97,1a260400-8b71-4350-a33d-d2db45f1e8a1,2025-03-01 10:20:13.529,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",44,58.145,1211.0,242.0,14,8,5,3
96,62,5,7bcc4bd6-448e-4bd2-9658-b58d90dc8f97,1a260400-8b71-4350-a33d-d2db45f1e8a1,2025-03-01 10:20:22.094,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",44,58.145,1211.0,242.0,14,8,5,3
97,63,0,20c44cad-d49d-4007-95bb-9bef17b73aa8,5cfb7cef-50c2-46bb-b667-628535faa2eb,2025-02-25 14:15:07.092,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",13,5.978,0.0,0.0,4,1,2,1
98,63,1,20c44cad-d49d-4007-95bb-9bef17b73aa8,e1f0377d-8e10-4671-b9f9-c641bdf5fabc,2025-03-02 20:04:37.005,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",59,92.241,130881.0,10217.0,19,20,7,1
99,63,2,20c44cad-d49d-4007-95bb-9bef17b73aa8,e1f0377d-8e10-4671-b9f9-c641bdf5fabc,2025-03-02 20:04:44.536,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",59,92.241,130881.0,10217.0,19,20,7,1
100,64,0,49e2d09f-9e78-4c41-a4ce-9bd674fdf2de,d420c5a9-c22c-4fbe-a92c-40625362bd15,2025-02-25 18:44:39.722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36,gzip(gfe);GoogleHypersonic",29,13.24,500.0,500.0,0,2,0,0
101,65,0,8d375037-d815-4a7f-9f06-a7dea9682621,443613a1-6223-4dc4-8b93-c6d02b09da70,2025-02-25 00:03:45.659,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",46,51.843,11585.0,2145.0,18,12,2,0
102,66,0,1eb41593-9cb6-4f15-a10e-7727f14b012c,849d82a6-4429-4458-99fc-ae910eecaccb,2025-02-25 14:22:42.375,"Mozilla/5.0 (Linux; Android 11; Redmi Note 8 Pro Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/501.0.0.61.70;IABMV/1;]",297,123.877,103295.63706207275,5373.0908203125,130,51,2,0
103,66,1,1eb41593-9cb6-4f15-a10e-7727f14b012c,c3e7f810-54c5-4bee-85c1-da311f27411f,2025-02-25 19:35:11.835,"Mozilla/5.0 (Linux; Android 11; Redmi Note 8 Pro Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/501.0.0.61.70;IABMV/1;]",34,18.043,5841.09090423584,1112.0,16,10,0,0
104,66,2,1eb41593-9cb6-4f15-a10e-7727f14b012c,c3e7f810-54c5-4bee-85c1-da311f27411f,2025-02-25 19:35:17.611,"Mozilla/5.0 (Linux; Android 11; Redmi Note 8 Pro Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/501.0.0.61.70;IABMV/1;]",34,18.043,5841.09090423584,1112.0,16,10,0,0
105,67,0,365df84a-ffe7-455e-8f62-3c68ac5c7e73,a34c4026-3f41-402e-b63c-1b841725c789,2025-02-25 06:21:45.395,"Mozilla/5.0 (Linux; Android 15; CPH2493 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/501.0.0.61.70;IABMV/1;]",49,40.661,7923.999954223633,1649.142822265625,22,8,0,2
106,68,0,c8af4b72-8c02-40d5-9f9a-639f59bcd83b,337d16c0-b88d-4eba-9528-66e649ab67c5,2025-02-25 13:00:49.554,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",188,68.279,11261.0,1287.0,54,20,10,0
107,68,1,c8af4b72-8c02-40d5-9f9a-639f59bcd83b,70c604d7-c120-40a8-a7c2-02c4f2e18a0b,2025-02-26 09:16:13.728,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",202,95.478,37898.0,3457.0,77,32,19,0
108,68,2,c8af4b72-8c02-40d5-9f9a-639f59bcd83b,70c604d7-c120-40a8-a7c2-02c4f2e18a0b,2025-02-26 09:16:19.814,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",202,95.478,37898.0,3457.0,77,32,19,0
109,68,3,c8af4b72-8c02-40d5-9f9a-639f59bcd83b,0e945a7e-ecc3-45d5-9e40-12c2367826f0,2025-03-01 12:45:36.246,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",192,92.045,12956.0,1467.0,30,17,6,0
110,68,4,c8af4b72-8c02-40d5-9f9a-639f59bcd83b,0e945a7e-ecc3-45d5-9e40-12c2367826f0,2025-03-01 12:45:41.910,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",192,92.045,12956.0,1467.0,30,17,6,0
111,69,0,d42e9480-7ebc-47b1-afd4-094c017746e4,07313255-8562-4b3f-b954-ced890c7be20,2025-02-25 13:31:24.620,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",59,38.38,52100.0,7200.0,0,16,0,0
112,70,0,87a790c9-d70b-4a70-ab75-c00913458992,18b2a394-a206-485b-aab6-b119a2f2bfb7,2025-02-25 12:42:24.196,"Mozilla/5.0 (Linux; Android 12; M2007J20CG Build/SKQ1.211019.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/116.0.0.0 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)",5,206.486,0.0,0.0,0,0,0,5
113,71,0,d2be9c62-188f-4b28-ae2a-0db8b6d0c237,3aa457c3-aff1-43b7-b9ae-bf73c59f9e1d,2025-02-25 18:50:12.187,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",169,71.634,46109.0,2647.0,62,32,3,0
114,71,1,d2be9c62-188f-4b28-ae2a-0db8b6d0c237,39eb0f46-a313-46de-abb3-da325bb2c5ee,2025-02-26 17:59:30.353,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",11,4.536,397.0,293.0,4,2,1,1
115,71,2,d2be9c62-188f-4b28-ae2a-0db8b6d0c237,39eb0f46-a313-46de-abb3-da325bb2c5ee,2025-02-26 17:59:36.671,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",11,4.536,397.0,293.0,4,2,1,1
116,72,0,8de93484-1c01-4b4c-8619-bc65ae1ed521,16141937-302c-475d-812c-83557b00197d,2025-02-25 17:03:24.215,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/501.0.0.49.107;FBBV/699723644;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/701366398;IABMV/1]",23,5.226,110.0,50.0,10,4,3,1
117,73,0,d6e681cf-69e8-4fe1-b140-f84e29286ced,6c71eb0f-808f-46f2-9870-8d8aeff82265,2025-02-25 10:35:51.642,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",155,168.432,67846.33297348022,6363.66650390625,52,27,6,5
118,74,0,4f5ac3ea-9642-4171-97a3-965bdd61bbe4,53966982-5bbf-443b-add6-1f9c4a6cbd9b,2025-02-25 13:36:45.799,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",21,7.691,39.99999916553497,38.22222137451172,7,2,0,0
119,75,0,1d695db1-19ee-4b8d-9fc6-f852041c6e96,debf07c2-d31c-429c-ad3a-cac323cbc083,2025-02-25 14:02:04.971,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",15,5.913,4510.0,2095.0,6,5,1,0
120,76,0,59238bb0-2127-4d19-a3df-7e4ab5507a0e,09053649-0ae9-4911-a988-8fcf605b2ae5,2025-02-25 16:04:08.180,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",22,5.881,6.0,6.0,14,1,0,0
121,77,0,fb232447-49b5-4a21-874d-94bed2258c89,d42702b8-8067-4fff-a861-f9bb22acb1a7,2025-02-25 16:51:25.181,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",96,78.561,5009.0665283203125,3051.377685546875,51,4,2,0
122,78,0,607ed405-4725-4e44-a540-f28e08f17aef,21b5f9d8-f03a-411c-a69e-0a0b46880f6b,2025-02-25 14:50:31.524,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",15,29.234,6235.0,2575.0,8,3,0,0
123,79,0,c19b14d5-54de-46b5-98c6-99c37b40d6c6,ad5669bf-8492-40b4-a77f-815063cb3900,2025-02-25 00:04:53.804,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",421,148.072,175403.9985961914,7698.66650390625,152,49,10,2
124,79,1,c19b14d5-54de-46b5-98c6-99c37b40d6c6,eb93c44f-30b2-4c4a-baf7-573e525c1138,2025-02-25 00:08:26.943,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",137,37.141,22982.66636276245,6805.66650390625,68,10,2,0
125,80,0,93cd95a7-d794-4fb2-964e-811719f05f9c,683bd565-0b9e-432f-8df4-74d5631b3502,2025-02-25 15:02:55.103,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",125,58.927,39004.0,3374.0,56,25,7,0
126,81,0,6ac1a9e8-2898-4e67-8733-28a6514f7be0,8b7b6bcf-a1bd-44c0-b0a3-5383f4daaea0,2025-02-25 19:33:21.910,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",44,20.738,10509.0,2642.0,14,9,6,0
127,82,0,f8d30aac-d463-44a1-932e-c2741798c124,107c9c1e-6292-4b05-873a-04c1d3060c5f,2025-02-25 11:36:12.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",8,88.037,0.0,0.0,0,0,0,3
128,82,1,f8d30aac-d463-44a1-932e-c2741798c124,66cc53da-16f8-45a7-a3aa-e71235ae593f,2025-02-25 11:36:37.433,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",11,139.692,0.0,0.0,0,0,0,4
129,82,2,f8d30aac-d463-44a1-932e-c2741798c124,c3107488-c5d8-42c1-beab-e230cbc60ac4,2025-02-25 11:36:38.123,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",10,89.895,0.0,0.0,0,0,0,4
130,83,0,923a90ac-4f68-413a-a7d8-72b913e96668,96c36d20-b5a3-445c-952a-ca3ad7f55d24,2025-02-25 11:56:52.483,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",89,26.562,18130.0,2563.0,34,11,2,0
131,84,0,204ee7cd-d728-4758-b47e-1a20d97e27eb,b73d00b8-8ee3-4a99-8a02-7eb290be5a67,2025-02-25 05:57:19.599,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 Instagram 368.0.0.27.83 (iPhone12,1; iOS 18_1_1; el_GR; el; scale=2.00; 828x1792; 697963422; IABMV/1)",19,7.265,9496.0,2653.0,6,7,2,1
132,85,0,8ae47fad-1041-4c29-a94a-9cf80b560b76,85242d57-7d72-4142-8371-3c9396f8d499,2025-02-25 08:59:46.302,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",37,16.923000000000002,38406.0,7221.0,16,11,0,0
133,86,0,48985ea4-cfc4-4a40-8244-1f318b9dbe82,38762a37-32c9-4676-a7b8-9d7cd14bbb16,2025-02-25 10:16:26.315,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",16,4.466,2473.0,1036.0,8,3,0,0
134,87,0,cf1bbab3-165f-421b-91de-4a1b16108516,a2a49492-1cb6-42c2-9bbe-a0f68e3ed49e,2025-02-25 08:16:54.130,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",128,70.325,68654.0,7838.0,53,17,13,0
135,87,1,cf1bbab3-165f-421b-91de-4a1b16108516,cdf0ab99-a084-492a-809f-71b60bf5a0f9,2025-02-26 20:13:47.369,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",190,164.688,3865.0,1444.0,34,6,14,0
136,87,2,cf1bbab3-165f-421b-91de-4a1b16108516,cdf0ab99-a084-492a-809f-71b60bf5a0f9,2025-02-26 20:14:03.506,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",190,164.688,3865.0,1444.0,34,6,14,0
